SIGN,DATE,TEXT
libra,2012-04-15,"You might wonder why someone else can take the day off while your responsibilities seem to have piled up to a crucial point. However, nothing is to be gained by comparing your plight to others. You are being tested and you have the opportunity to demonstrate your competence now by working extra hard, even under pressure. More importantly, you can prove to yourself that you're tough enough to do whatever must be done. This is your chance to banish any lingering self-doubt once and for all."
scorpio,2012-04-15,"You may know exactly what you want to do, yet there doesn't seem to be an obvious way to get there now. Your path is blocked, but, thankfully, the barrier is not permanent. It's just that your ideas are being challenged and they must stand up to the resistance that's coming from various parts of your life. Forget about the big picture for a while and focus on taking one tiny step at a time until your progress becomes readily apparent."
sagittarius,2012-04-15,"It seems as if your friends are being overly critical of you today, and you think their judgments are unfair. Perhaps they are expecting too much from you, and you might feel that they are an obstacle to your happiness. However, they are only protecting themselves from getting swept up into your next wild adventure. Get over your discouragement and follow your bliss."
capricorn,2012-04-15,"Others admire your stamina; your hard work and perseverance enables you to reach the goals you set. However, your patience is tested today as your key planet Saturn opposes the radiant Sun, requiring you to pull back on the reins of your life. Naturally, you would rather progress carefully toward your destination without having to slow down or stop. Nevertheless, the sooner you let go of your previous agenda, the easier it will be to create a new one."
aquarius,2012-04-15,"Your friends and family might not realize how much you are struggling to fulfill the commitments that you recently made. The pressure can be great enough that you're tempted to just walk away from your current predicament, but even that won't solve your problems. Fortunately, finding the ultimate solution now may not be necessary. It's sufficient to do the best you can while others adjust to new deadlines based on your ability to deliver on your promises."
pisces,2012-04-15,"Discouragement could set in now, dampening the fires of your inspiration. It's very challenging to be creative when your energy is pulled in more mundane directions. It's nearly impossible to feel upbeat if you are also constrained by your lack of time, money or energy. Don't succumb to your own negativity; instead, let your vision of a best-case scenario show you the way."
aries,2012-04-16,"You don't know what to make of today's events because you truly want reality to support your fantasies. But it is challenging to believe in your dreams if they're not supported by the people in your life. Nevertheless, it's not a good idea to give up. Although it isn't easy to be patient as messenger Mercury enters your sign, suppressing your restlessness now is more useful than quitting too soon. Keep working toward your goal and others will eventually understand your motives."
taurus,2012-04-16,"It's difficult to maintain your established boundaries today because the fluidity of your relationships requires you to be adaptable. You might start the day with a sensible agenda that becomes less helpful by the hour because sticking to it isolates you from others. But don't waste too much time trying to tweak your schedule to make it work. Instead, set it aside and follow your intuition. Save the logical analysis for some other day when you have time."
gemini,2012-04-16,"You might think that your fantasies are getting out of control, but you can quickly regain a healthy perspective once you understand that this temporary phase won't last forever. Don't be overly concerned about losing yourself to an illusion; following the road to success will be easier than you realize. Instead of trying to get your bearings now, enjoy the journey of your imagination while it lasts."
cancer,2012-04-16,"It may be nearly impossible to accurately describe your emotions to others today, yet your disconnection from words enables you to experience your feelings on a deeper level. Don't struggle to be understood; you really don't need to justify your position to anyone else right now. However, it's counterproductive to isolate yourself from those you love. Even if you are unsure of your relationship with your friends now, being in their company will lift your spirits."
leo,2012-04-16,"You may struggle to understand someone who seems to be a total enigma. But sticking to the facts now won't help you get to the elusive truth, no matter how hard you try. Unfortunately, you receive contradictory information today, making resolution even farther away. Instead of overanalyzing the data, step beyond the limits of logic and trust your intuition to guide you through these tricky times."
virgo,2012-04-16,"Although you have received your instructions for the day, you still aren't clear about what to do next. Often, you are very exacting in your work style, but it's a challenge to come up with a plan that will put you back on track today. Unfortunately, requesting assistance may not work now because no one else can tell you what you need to know. Even if you're uncertain, just jump in and get started; a pleasant surprise may be waiting for you."
libra,2012-04-16,"Your key planet Venus needs the safety of sound structure today. Just following your creative whim doesn't work well for you now, because it's not enough to have strains of pleasant melodies wafting through your imagination. You need to be able to discern each and every note clearly. Fortunately, you can make up new tunes to fill in the silence if you feel emotionally secure. Don't worry if you're on your own for a while; you'll be able to reconnect soon enough."
scorpio,2012-04-16,"Life seems even more like a mystery today than yesterday, and you're growing restless since there is no solution in sight. Instead of working harder and putting in longer hours to regain control over that which you lost, let go of your rational attempts to manage the current situation. Once you acknowledge that you aren't in charge, your intuition is free to kick in and reveal your next step."
sagittarius,2012-04-16,"You are usually capable of seeing the big picture, and it's no surprise when your horizons widen to increase your view of the future. But paradoxically, the wider your vision, the less clearly you can see. Your lens on reality is warping the truth, making it difficult to know what's really happening. Don't rely on your senses today; instead, take a risk and trust what appears within your imagination."
capricorn,2012-04-16,"You don't like to let go of control, but you might actually feel a sense of relief today if you stop pretending that you are the master of the universe. Thankfully, your dreams are powerful enough to carry you along for a while, even if they're not based on reality. But you don't have to worry about being practical now, as long as you continue to fulfill your obligations to others. Although you may be resistant at first, give yourself a little vacation from the stresses you deal with every day."
aquarius,2012-04-16,"Although you're often comfortable with your emotional detachment, the Moon's shift into compassionate Pisces this morning shifts your mood and raises the stakes in a relationship. A friend or partner may become confused with your sudden change in attitude, triggering you to feel less sure of yourself. Don't bother trying to figure out what's going on; simply roll with the incoming waves and wait to see where the currents are carrying you. Choose your next move only after your clarity returns."
pisces,2012-04-16,"You can surprise your co-workers with your high level of productivity today if you're able to apply your imagination. But frustration could get the best of you if you are required to perform repetitive tasks that don't leave any room for creativity. Nevertheless, you'll have time for more meaningful pursuits later if you handle your responsibilities right away."
aries,2012-04-17,"Even if it seems like things in your life are moving along according to your plan, the pace suddenly speeds up as if you just entered a time warp. It's gratifying that the future has finally arrived because you were quickly running out of patience. Fortunately, there are no convincing reasons to hold back from doing what makes you happy. Instead of waiting for a better moment, just be sure that your mind is clear before you start something new."
taurus,2012-04-17,"Your determination may help you work relentlessly toward reaching your goals now, but you need to be extra mindful so you don't offend someone by appearing too pushy. Usually, your pleasant attitude puts others at ease so you can get what you want, but it's not easy to fool anyone with your easygoing manner today. Don't try to hide your inflexibility; your real friends will come to your support if you're honest."
gemini,2012-04-17,"Fantastic thoughts are flooding your brain today, giving you rushes of adrenaline now that clever Mercury is in uncontainable Aries. It's easy to impress others with your charming personality, as long as you are considerate when aiming your humor. Unfortunately, you could be so scattered that you burn out before you get to the punch line. Thankfully, you can have a lot of fun for a while and still accomplish everything if you slow down and pace yourself for the long haul."
cancer,2012-04-17,"It's much easier to be more direct in your interactions with others now that chatty Mercury is in outgoing Aries. However, you still have to be careful not to spend too much energy justifying your feelings. You may be inclined to say more than is necessary once you start talking. Being understood is important, but don't be too eager to tell everyone your big plans. Mercury remains in Aries for three weeks, so there's more time than you realize to share your ideas."
leo,2012-04-17,"You are quite positive about life, but you could really take it too far today. Even if everything appears to be making sense, remember that you're not invincible. The signs are encouraging now, yet danger can accompany blind self-confidence. Forge ahead as long as it feels right, but don't be so overbearing that you inadvertently put others on the defensive."
virgo,2012-04-17,"You're naturally attuned to your key planet Mercury, and you may find it difficult to keep up with your own thoughts as it whizzes into fast-acting Aries. This rapid pace can make you uneasy, since you usually prefer to manage all the details yourself. There's no need to fret; your scattered mental buzz is only a passing phase. Initiate action now and deal with the consequences later, even if it's not your typical modus operandi."
libra,2012-04-17,"You could be coerced into choosing sides or taking a stand today -- something that can be tricky territory. Everything feels new and different now that you are reacting so quickly, even while holding on to your old perspective. You might think you are ready to leave your indecisive ways. Be strong, but don't be hard on yourself if you change your mind later; it's your right as a Libra to keep your options open as long as possible."
scorpio,2012-04-17,"Emotional spring cleaning may be your order of business today as rational Mercury activates your cool 11th House of Friends. But you might choose to remain silent because it's hard to be logical now when considering your potential gains. Sink deeply into your memories, recover buried secrets and eliminate the clutter that prevents you from thinking freely."
sagittarius,2012-04-17,"Your point of view is a bit warped by the effects of Mercury jumping into courageous Aries. On one hand, your thoughts continue to ascend into the expansive blue sky, making you eager to say yes. But, on the other hand, you're fully aware of the dangers of free falling. You wish you could deny your fear, but you honestly don't mind being in such a precarious position. Enjoy your current experience, but don't avoid a more serious conversation that allows you to express your darker feelings."
capricorn,2012-04-17,"The stable stones at the base of your foundation may be shaken today, and you must quickly figure out the best way to maintain stability. Thankfully, the damage isn't as bad as it first appears and you could become extremely excited about the possibilities. The greatest obstacle to success might be your resistance to uncertainty. You would prefer to build on solid ground, but may choose to go ahead with your plans, anyhow. Let your exhilaration override your fears and see where it takes you."
aquarius,2012-04-17,"You are a bundle of nerves today strained by the overeager anticipation of an exciting intellectual storm heading your way. Fortunately, you are ready for the action. You're in a mentally active phase and you're up for the challenge. Although you are quite clever in a very original way these days, remember that your innovative thinking is wasted if you don't complete what you start."
pisces,2012-04-17,"The barriers that have recently prevented you from moving ahead have fallen away, and you like the new ideas blowing through your imagination now. Luckily, you are confident enough to show your vulnerability and to talk about what is most important to you. This is a time when you want to make everything you touch better than it was. Nevertheless, you still need to apply your creative vision to the simple practicalities of everyday life."
aries,2012-04-18,"You're eager to start a new project today. Even if there are logical reasons to wait, one thing after another prompts you to hurry up and go for it right now. You are quick to push against any resistance and make something happen. But being overly assertive isn't necessary. Everything is about to change; just be ready to go along for the ride if you are invited."
taurus,2012-04-18,"Reaching your goals might seem difficult, but this is no time to quit. Even if you have been frustrated by difficult circumstances, your ideas are innovative and potentially very valuable. Recognize the recent setbacks as opportunities that enable you to strengthen your plans. But don't hold on to old expectations. Anything is possible if you're willing to shift gears quickly now."
gemini,2012-04-18,"You might wonder why you spend extra time looking into the future now that there is so much happening in the present moment. Actually, sensible planning for what comes next is nearly impossible today, since you cannot know where the current changes are taking you. Temporarily letting go of your desire to be distracted by the variety of so many possibilities can help you navigate your way through a major transition."
cancer,2012-04-18,"Today you may be expected to care for the same people who usually help you. But it might bother you if you aren't being appreciated for what you do; nevertheless, you still must deliver the goods as promised. Even if you like the idea of withdrawing so others notice your absence, a strategy based on passive resistance will likely backfire. Life's easier if you simply show up and tell the truth."
leo,2012-04-18,"You have many logical justifications for throwing caution to the wind today, but it's confusing when there are also significant indications that you may be on the wrong path. Although you could run into opposition to your ideas, it's smarter to slow down your forward movement rather than stopping progress altogether. You have nothing to gain by reaching your destination in a hurry."
virgo,2012-04-18,"Listen to your intuition today, instead of taking your cues from friends or trusted professionals. They might not see things the way you do and their well-meaning advice could lead you astray. Be willing to sacrifice your feelings of connection to others, because engaging in social activities may be less important now than reaching your personal goals. Focus on your own dreams for a while; self-direction can be the catalyst you need to get back on the right track."
libra,2012-04-18,"You are well known for your adept social skills, especially when circumstances are complicated. Now, however, it isn't easy to get others to settle down, especially if no one appears to be listening to you. You could be struggling with your role as a negotiator because you aren't patient enough to figure out everyone's different motives. Just remember that it pays to be kind, even if you cannot consider each person's possible individual reaction to what you might do."
scorpio,2012-04-18,"You're normally able to think strategically, but you may have reached the end of your rope today and are very close to tossing out your previous plans. However, impulsive actions won't likely benefit anyone in the long run. Acting without forethought puts you face to face with unnecessary resistance that will dissipate on its own if you don't push too hard at this time."
sagittarius,2012-04-18,"A weird mixture of positive intentions and negative encounters makes for a rather exciting day. You can't decide if you should take the obstacles you face at work as a sign that you need to change your direction. Or, maybe, someone's aloofness has you concerned about whether or not you did something wrong. Either way, turn the seeds of doubt into the fruits of your labor. You can accomplish nearly anything you put your mind to now."
capricorn,2012-04-18,"Although you know that your normally cautious approach to your goals usually works in your favor, your current excitement is making it difficult to hold yourself back. You're eager to let others know exactly how you feel now, but you don't think that they're going to like what they hear. Trust your inner voice; intuition will steer you in the right direction."
aquarius,2012-04-18,"You are even more independent in your thinking today and are inclined to express yourself spontaneously. Although your message stirs up unexpected emotional reactions, it's better to say what's on your mind instead of keeping your thoughts to yourself. You can always spend time contemplating life on another day; the Moon's conjunction with brilliant Uranus enables you to get your feelings out into the open right now."
pisces,2012-04-18,"You have a very high level of self-esteem today, and are ready to do something that you were avoiding. Although it's important to stick to your core values, be careful not to try to sell your point of view to others. It's not about convincing anyone else that you are right; it's more about acting from the center of your own heart with convictions that are unshakeable by someone else's judgment."
aries,2012-04-19,"You may be in for a treat today, since you actually get to enjoy the sweet comforts of what you already have created. Sometimes it seems as if life is challenging you to stand still even when you're itching to start something new. However, you are happy to build on what you have now, instead of trying to start over. Don't work so hard; take some time for yourself before getting involved with another project."
taurus,2012-04-19,"The Sun's return to your steadfast sign for its annual visit reminds you that it takes a lot to raise your anger level to the boiling point. However, if you're not happy, you could become very angry and turn into a raging Bull. Fortunately, you're a natural lover and not a fighter, so go out of your way to fill your senses with pleasant perceptions. This is your time of year to soak in the beauty of life so don't waste it on negative emotions."
gemini,2012-04-19,"Make an effort to analyze recurring issues that get set aside before they are completed, because it's easy to bury something important and forget about it completely. Instead of accepting what happens at face value, it's better to play detective so you can uncover hidden conflicts. Take care of the needs of others now so your schedule will be clear to begin new projects next month."
cancer,2012-04-19,"Make time over the next few weeks to think about your future, rather than just concentrating on the present. This isn't about the routine work you must do today or about office politics; instead, open your imagination to real long-term goals. Envision where you want to be in ten or twenty years, but be as practical as possible in the process. In the long run, it's more satisfying to sit back and watch your vision take lasting shape than to see it bloom quickly and then fade from the picture."
leo,2012-04-19,"Arguments can bring up stress today as you respond to a display of emotions that doesn't support your current actions. Your personal needs appear to be out of step with what's happening in your life. Manage your affairs with a positive attitude and do the absolute best you can. If you soften your stance now, you'll be recognized for your exemplary behavior soon enough."
virgo,2012-04-19,"You're intensely focused on the minute details of everything you do now as the astrological month of Taurus opens a door to your imagination. However, the Moon's current visit to your 10th House of Career makes it even more crucial to push harder, beyond your own self-limiting boundaries. Expand your heart and widen your vision so you can make the most of the potential when good fortune knocks on your door."
libra,2012-04-19,"Your curiosity may get the best of you today. You are driven to delve beneath the obvious appearances and seek the hidden component of what's going on. But this isn't just an idle wandering; it's more about a search to establish a healthier balance in your life. Thankfully, you should be able to positively impact your world if you can discover what causes are at play. Increasing your awareness may be all that's needed."
scorpio,2012-04-19,"There's no sensible reason to set yourself up for frustration as the illuminating Sun transits your 7th House of Partnerships through the weeks ahead. You are reminded of an apparently irreconcilable gulf between your attraction to complexity and someone's need for simplicity, especially as it impacts a current relationship. Even if you can't resolve these opposite approaches now, your recognition of both extremes can make interacting less of a struggle."
sagittarius,2012-04-19,"The annual journey of the Sun through Taurus makes your life busier, since it activates your 6th House of Daily Routine. You would prefer to be embarking on a great adventure, but first you must put your shoulder to the wheel and complete your chores. Don't be overly concerned; there will be plenty of time to play later. Currently, the real emphasis is on doing the small things that truly matter."
capricorn,2012-04-19,"You are entering into a more enjoyable period, now that the Sun is shining in your 5th House of Fun and Games. However, you could take your current desire for pleasure too seriously by filling up your calendar with a variety of activities. Unfortunately, when creative spontaneity is overly thought out and planned, it can be counterproductive. Put some zip back into your life, but don't go crazy and book yourself with so many diversions that you don't have time to relax."
aquarius,2012-04-19,You may be having a difficult time maintaining your freedom of movement without destabilizing your security. You might not want to give up your independence or your emotional attachments. Keep in mind that no one can solve your conflicts better than you. No drastic action is required now as long as you stay in touch with your feelings.
pisces,2012-04-19,Establishing reliable channels of communication is a high priority today because your thinking may be all over the map. It's not that you're slacking; it's just that you need to pick up the pace now that the planets give you the cosmic go-ahead. But you also need to be more down-to-earth and practical in your everyday interactions. Don't miss the opportunity to stabilize your life in the days ahead.
aries,2012-04-20,"You may push forward blindly if you mistakenly believe that your continued progress is more important now than anything else. But someone's feelings can catch you off guard if you don't take the time to consider the consequences of your current ambition. Although you want to believe that your actions don't concern others, there are many people affected by your choices. Slowing down to think about where you are going today makes more sense than waiting until tomorrow."
taurus,2012-04-20,"You could become obsessive about finishing up old business today with the Taurus New Moon occurring tomorrow morning. But your motives may not be so obvious to everyone else now, making this an opportune time to share what you're still hiding. The current emotional cycle is coming to completion, so let others know about the pressure you feel. Talking about your stress won't make it disappear but it should make your life a lot more manageable in many ways."
gemini,2012-04-20,"You might grow annoyed today, especially if you want to do something special with your seemingly uncooperative friends. Unfortunately, they may go ahead and make their own plans without you. At first, you could feel hurt or even rejected, but it's easy to snap out of your malaise once you remember that your newly found freedom is just what you need. Thankfully, you can always reconnect socially later in the week."
cancer,2012-04-20,"You may have a brilliant plan to reach your goals at work, but you're not very motivated now and might not work hard enough to make the progress you want. But the challenge is all yours; you will have no one to blame if you give up and take it easy today. However, if you decide to forge ahead, use your common sense and ease up for a bit if you receive resistance from your co-workers."
leo,2012-04-20,"Although everything seems to make sense to you at work now, don't think that you have it all in proper order. It's helpful if you acknowledge that you're probably missing some crucial piece of information. Your impulsive actions can throw your friends off guard if they believe that you have all the answers. You don't. Act wisely and take the slow route instead of assuming that doing something faster is better."
virgo,2012-04-20,"If you are thinking about entering into a partnership, read all the fine print in your agreement before signing anything today. Analytical Mercury can mess things up by encouraging you to be more aggressive. Your lack of objectivity is confusing to everyone else, but important things are happening now, anyway. Take your time to consider as many possibilities as you can prior to settling on any one course of action."
libra,2012-04-20,"You might behave in a casual or even disinterested manner today, but that's not really how you feel. In fact, you may be incredibly passionate about your desires. But you could be so wrapped up in what your acquaintances think of you that you withdraw in an attempt to alleviate uncomfortable pressure before it even builds. Fortunately, you're capable of carving out a middle path by honoring your wishes, as well as respecting everyone else's, too."
scorpio,2012-04-20,"You might grow increasingly concerned about your diet, especially if you're bothered by any physical symptoms or specific ailments. Remember it's better to eat smarter than to eat so much that you can't possibly assimilate what you ingest. You still need your nourishment, but quantity is not a substitute for quality. Be aware that proper nutrition fuels you with the energy you need to take on the world."
sagittarius,2012-04-20,"Your co-workers might misread your actions today if they don't understand your overriding philosophy of life. Unfortunately, you can contribute to the confusion if you don't take sufficient time to carefully explain yourself before you head off in a new direction. Let everyone know that you're not really abandoning them; you just need a little time to pursue some current interests on your own."
capricorn,2012-04-20,"You might try to hold your temper today, but something could happen at home that pushes you over the edge. You probably have heard many times that it's not healthy to deny your feelings. Even an emotionally packed conversation won't be of much use unless you can sustain your message. Seeking a creative outlet for your passion is better than taking your frustration out on someone who doesn't deserve it."
aquarius,2012-04-20,"You might think that everything will improve if you just reinvent your day by turning your entire schedule upside down. You may even grow giddy thinking about all the ways to shake things up today. Nevertheless, change isn't valuable now unless it serves a purpose. Save your rebellious actions and radical attitudes for another day when your unexpected behavior is exactly what the doctor ordered."
pisces,2012-04-20,"You are exploring a bit of challenging relationship territory today that's compounded when you don't say exactly what you mean. Although you don't intentionally mean to mislead anyone, you may not consider the effect of the language you're using. Remember, the more words you use now, the less everyone will understand your message. Avoid unnecessary complexity by simply letting your actions speak for you, instead."
aries,2012-04-21,"Conserve your energy to realize the potential of today's New Moon that falls in your 2nd House of Resources, even if you wish you could run off in a totally new direction. There is no benefit to changing your destination because that would only distract you from more important endeavors. It's better to carefully allocate your time and money so you can be more efficient. Instead of pushing harder now, work smarter."
taurus,2012-04-21,"You are at a significant turning point and you must decide what you want to do next. It's time to wipe the slate clean to free you from previous plans. The grounded Taurus New Moon activates your 1st House of Self, empowering you to exert a higher level of self-determination over the weeks ahead by making a decision today. However, choosing your path isn't helpful unless you also commit to giving one hundred percent until you reach your goals."
gemini,2012-04-21,"This is a very important day because the unwavering Taurus New Moon supercharges your 12th House of Destiny. In fact, a seemingly trivial decision could have unforeseen consequences. Although you are tempted to keep things light and easy, it's wiser to be serious as you consider the ramifications of your possible actions. If you are unsure of yourself, refrain from making any changes until you gain more clarity."
cancer,2012-04-21,"Although you may have unavoidable obligations that must be met today, you don't have to be overly concerned with concrete decisions that affect what's happening at work. Instead, it's crucial to acknowledge the trendsetting Taurus New Moon in your 11th House of Long-Term Goals by handling a difficult situation in the present moment while still leaving time to plan for your future. Be courageous in your approach, since your current ideas are more pragmatic than you realize."
leo,2012-04-21,"You might get caught up in your own stubbornness on the job, turning a simple disagreement into a major conflict. Thankfully, your willingness to share the responsibility of power may be enough to take the pressure off. The relentless Taurus New Moon emphasizes your 10th House of Career, empowering you to successfully accomplish a project that you begin today. Even if you don't actually initiate the work now, at least explore a variety of options and make a concrete plan for what's ahead."
virgo,2012-04-21,"If you are considering enrolling in a course to expand your career horizons, today's pragmatic Taurus New Moon in your 9th House of Higher Education could push you further along that track. However, some types of learning involve experiences outside of the classroom, so you might choose to take a working vacation that allows you to widen your vision. One way or another, open up your mind to alternatives that you haven't yet considered."
libra,2012-04-21,"Today's sensual Taurus New Moon in your 8th House of Intimacy is a gentle reminder that two work better than one. Of course, there are pros and cons to collaborating with someone else. You must give up some of your autonomy, but the right partner could make reaching your goal a valuable priority. Being objective and making a smart alliance just might be your best move."
scorpio,2012-04-21,"It's challenging to let go of hurtful memories now, but looking beyond a previously limited point of view enables you to reinvent your frame of reference. Your emotional intelligence is supplemented by your common sense today as the earthy Taurus New Moon activates your 7th House of Relationships. It doesn't really matter how much your life has changed; you still benefit from a supportive friendship if you are willing to entertain the possibilities."
sagittarius,2012-04-21,"You might not be able to easily jump into a new project today because the sensible Taurus New Moon activates your 6th House of Habits, prompting you to stick closely to your regular routine. It's not that you're lacking ambition now; it's just that it's more important to finish what you already started before beginning something else. Keep things as simple as possible until you know where your commitments will take you."
capricorn,2012-04-21,"You are moving into a highly creative phase with today's productive Taurus New Moon stimulating your 5th House of Love and Creativity. You don't want to build castles in the air, yet this is still a great time to do something that harnesses your current enthusiasm. Unfortunately, you're in for a stressful experience if you don't really enjoy your job. If you find yourself facing economic or political restrictions, express your ingenuity in another area of your life."
aquarius,2012-04-21,"There are many changes ahead, yet having stability in your life is crucial now as the Taurus New Moon falls in your 4th House of Security. If you feel safe and secure, you'll be able to build on what you have already gained. However, your future will be more uncertain if you are anxious about your present vulnerability. Either way, set a stake in the ground that can be used as a cornerstone for the foundation you are building."
pisces,2012-04-21,"Today's simplistic Taurus New Moon activates your 3rd House of Communication, encouraging you to stick to the most basic facts in all your interactions. Although you may be a dreamer, temporarily set aside your fantasies so you can focus on reality. Ask for the truth from others and give them the same in return. Meanwhile, don't worry about your current lack of imagination; your creativity will surely return over the next few days."
aries,2012-04-22,"Your world is more internally directed today, even if it's also filled with action. You might not feel very relaxed, yet the thought of withdrawing from your commitments and taking it easy is appealing. Whatever happens now originates as a thought, and you are relatively free to conjure up anything you choose. Use your fantasies to fill your days ahead with new possibilities that move your life forward in a positive direction."
taurus,2012-04-22,"Events happening in your immediate environment can shock you out of your sleepy reverie today. You may try to avoid all the commotion, but you might just waste a lot of energy doing so. The quicker you accept that you cannot escape from the action, the less stress you will feel. If you can let go of your previous plans you could enjoy yourself more than you expect."
gemini,2012-04-22,"Your current annoyance with any emotional restriction that is placed on you now is exacerbated by a strong rebellious streak. Others may be concerned because of your unpredictable behavior, but you're excited about the possibilities. Nearly anything that rescues you from your boredom seems like a fantastic opportunity. Go ahead and be original; have fun, but don't let your responsibilities go unfulfilled."
cancer,2012-04-22,"If you are worried that you haven't been such a good friend lately, you now have the chance to step up to the plate and be awesome in the eyes of others. Don't dwell on the past; guilt only gets in the way of the present. Instead, act with confidence; others will appreciate your presence in their lives if you do the right thing now. Imagine your ideal future and be ready to take a risk in order to co-create it."
leo,2012-04-22,"Exciting revelations about your life path are occurring faster than you can integrate them into your plans. But making sense of your flashes of brilliance now may not be as critical as you think. Even if you are committed to stay on the same course, give yourself permission to entertain any possibilities that cross your mind today. You will have plenty of time to prioritize them over the days ahead."
virgo,2012-04-22,"You may think that you're being tested today to see if you can be practical even if your thoughts seem a bit erratic. However, resistance is likely futile, for your mind is jumping all over the place. Other people might be the source of your fantastic ideas as conversations excite you with new schemes that don't fit in your pre-existing world. This is a time of growth; the exploration of uncharted territories can teach you something vital that you need to know."
libra,2012-04-22,"Don't throw your entire schedule out the window today, even if you cannot stick to it. Just make the changes you must, while maintaining the basic structure of your routine. Paradoxically, the attention you put on the tiniest of matters may be the ones that bring you the most knowledge. Practicing self-discipline isn't easy now, but it can lead to great rewards."
scorpio,2012-04-22,"Your big ideas about an upcoming adventure could suddenly fall apart now, yet this doesn't have to be the cause for disappointment. If one plan fails, it makes additional room for something even better. Unbeknownst to you, your free will is impacting the present moment and your current attitude determines the course of events to follow. Think outside of the box today because nearly anything is possible."
sagittarius,2012-04-22,"You may feel as if you're finally being freed from a difficult emotional situation that is weighing you down. There is great potential now for a real breakthrough. But don't waste energy mulling over what you should have done differently. Instead, put the past into a larger perspective and make a plan for what's next. Even if you don't act now, decide where you want to go and when you will start the new journey."
capricorn,2012-04-22,"A variety of new information is bombarding you now, but it may be difficult to take it all in. You naturally resist if others use their authority to put you in your place, inspiring you to rebel to re-establish your position. Don't worry about losing face today. Nothing will be gained by fortifying your ego or pretending that you know everything. You have a better chance of coming out on top if you can simply trust in the truth."
aquarius,2012-04-22,"Your pet plan may undergo an unexpected attack today from a friend. Or, perhaps, you might have to accept new information that requires you to rethink your previous position. Either way, stay open to what you learn now, for it can help you release emotional or intellectual restraints that have held you back. You will be free to move ahead once you re-examine your basic assumptions and update your perspective."
pisces,2012-04-22,"You may act erratically today as others push you to your limit, and you might react by breaking free from their control. However, your response is less surprising to you than it is to them, because you know your motives behind what you're doing. Don't waste your time and energy trying to justify your actions; you won't likely be understood now, anyhow. Fortunately, your unconventional behavior will make more sense to everyone over the days ahead."
aries,2012-04-23,"You're confident that your plan will be successful today as the radiant Sun harmonizes with your ruling planet Mars. You have plenty of energy and you're willing to pace yourself so you don't end up exhausted. Sticking to your usual routine should work in your favor as long as you don't get distracted by something that's ultimately not very important. Utilize the current connection between your head and your heart, but don't push yourself too hard."
taurus,2012-04-23,"You have a very high level of stamina today and are able to play at the top of your game. But you might grow restless if you're required to focus on one detail after another. You don't mind being practical as long as you are making progress. However, boredom quickly sets in if obstacles slow you down too much. Nevertheless, impulsive actions only bring trouble; follow your initial plan even if you think change will speed things up."
gemini,2012-04-23,"You might try to resist the temptation to become involved with other people's problems now, but listening to someone else's story is easier than dealing with your own issues. Actually, another person's dilemma may hit very close to home, leading you back to the very thing you were trying to avoid. If an interaction brings up something you would prefer to hide, push past your fear. Remain open to an uncomfortable experience if it allows you to learn something positive from it."
cancer,2012-04-23,"It is difficult to downplay your emotions now, since they seem to be spilling over into your actions. Thankfully, you really don't want to keep your feelings to yourself any longer. Nevertheless, whatever you do today might have a long-lasting impact on those close to you. Be careful about what you say; although you can express your perspective without much thought, others may treat your words as the ultimate truth."
leo,2012-04-23,"Sometimes you are so direct that everyone knows exactly what you're thinking. Even if your message creates conflict, you're usually open about who you are and what you feel. However, it may be wise to keep some things to yourself today. Although it's challenging to stay quiet, you'll benefit in the long run from exercising thoughtful disclosure rather than spilling the beans all at once."
virgo,2012-04-23,"Today's harmonious alignment between the willful Sun and action-hero Mars in your sign is a harbinger of good news. No matter what kind of complications are making your life difficult, the resistance is finally fading and you are at the edge of making significant progress. However, if everything has been going well, your life should only continue to improve. Don't worry about the past; it's time to turn the power of now into a strategy for a successful future."
libra,2012-04-23,"You might not know exactly what to do with your emotions today because it's challenging to narrow your feelings enough to connect them to a personal event. Your plan seems logical, yet you cannot fit your actions into a current social context. Recognizing that you don't understand the complex relationship issues at play helps you to maintain objectivity. It's better to settle down and continue working toward your goals than to waste time and energy overreacting to circumstances out of your control."
scorpio,2012-04-23,"You're quite confident that your perceptions are accurate today. Luckily, you are probably right, since your ability to keep things real in a relationship is your greatest strength now that your key planet Mars harmonizes with the Sun in your 7th House of Partners. You're not going to fly off into Fantasyland, but a little excursion into your imagination may be exactly what you need. Don't be afraid to visualize the most amazing possibilities to inspire you to grow beyond the current limitations."
sagittarius,2012-04-23,"You are easily convinced to take on an extra project now, since you are enthusiastic enough about your future that you think you can make nearly anything go your way. Fortunately, your unrelenting determination enables you to accomplish things that might be impossible on another day. You may as well aim as high as you can because your chances for success are great. Just make sure you're focused on the right target or you could end up reaching the wrong destination."
capricorn,2012-04-23,"You feel like a nurtured seedling today as four planets in stable Earth signs give you the support you need in order to grow. Thankfully, you should have enough energy to finish your chores efficiently and still have time left over to relax. However, it's advisable to get as much done in the morning because you might begin to lose focus as the day unfolds. If in doubt, push yourself to accomplish more; you'll be glad later that you did."
aquarius,2012-04-23,"Even if someone is trying to get you to make a commitment, you may have some very real concerns that you prefer to keep to yourself now. Although relationships have become quite complicated, clear communication today goes a long way toward re-establishing boundaries you can live with. Let others know what you want; this is your chance to regain stability as long as you don't promise too much."
