SIGN,DATE,TEXT
capricorn,2011-03-23,"You may find it difficult to suppress your creative urges today, and you'll be even less happy if someone gets in the way of how you express yourself. You might lash out if you believe that he or she is the source of your current stagnation. Unless you are very careful, you could take your anger out on the wrong person. If you feel the shadows encroaching, consciously guide yourself out of the dark and back into the light."
aquarius,2011-03-23,"You may be feeling bent out of shape today and aren't interested in light and easy conversations. You're much more drawn to the center of the volcano now. Paradoxically, delving into other people's hidden motivations can also become your own journey inward. Don't take the easy way out and intellectualize what you learn. Instead, let the process continue until your feelings reveal the truth you've been seeking all along."
pisces,2011-03-23,"Your workweek continues to be very intense, revealing subtle secrets from the shadows of your awareness. The adventurous Sagittarius Moon is in your 10th House of Career, encouraging you to believe that no professional task is impossible. Although self-confidence can work wonders, unfounded optimism doesn't help at all. Do whatever it takes to keep your feet on the ground. If you keep it real today, you should be able to achieve success."
aries,2011-03-24,"You are continuing to feel the incoming waves of excitement, yet recent commitments could prevent you from taking action just yet. Your daydreams keep your anticipation alive, even as you face pressure to meet your obligations. There are circumstances you can't change, so accept what's happening and just get busy. Don't worry about missing out; the fun should follow once the work is done."
taurus,2011-03-24,"You have a hard time settling down today and unless you monitor your thoughts carefully throughout the day, you could easily be provoked because you think you are being threatened. Impulsive statements won't likely get you where you want to go. Instead of talking too much, try listening to gain a different perspective."
gemini,2011-03-24,"Your key planet Mercury can get you into trouble today, especially if you think you know more than anyone else. You may be quite clever, but constantly showing off your sarcastic wit may be inappropriate. People around you will surely grow tired of your relentless verbal aggression. Since they might not be in the mood for your sharp tongue now, they could just abruptly end the conversation. It's simple; play nice if you don't want to play alone."
cancer,2011-03-24,"You don't like your role of being the one who must remind everyone else to be responsible now. You may try to avoid being the authority figure because you want to have fun. You're tempted to act defiantly, but it's best to keep your irritation to yourself today and take care of business. Don't be discouraged; you'll have time later in the week to break free and be silly."
leo,2011-03-24,"Although you are sure that you could accomplish pretty much anything you set your mind to now, you're still cautious about making commitments you can't keep. Your confidence is softened by a realism that prevents you from going overboard. But don't get too serious or you'll miss an opportunity that's right in front of your nose. Stretch beyond your current comfort zone to reach your lofty goals."
virgo,2011-03-24,"It takes a lot of focus to find stability today, for you are feeling restless and reaching far into the distance for your satisfaction. But your goals will likely remain just beyond your grasp now. When you get closer to your destination, you seem to purposefully move it to someplace even further away. This strategy is not about productivity; it's simply your way to motivate yourself to cover a lot of new territory."
libra,2011-03-24,"You are feeling a need to overcome the resistance around you. You're eager to do whatever it takes to be a part of a partnership, but it seems as if someone is working against you for no apparent reason. Instead of continuing to try to create an emotional connection, back off just a bit. Once others have more breathing room, they might be more willing to meet you halfway."
scorpio,2011-03-24,"You don't want to accept no as the final answer, so you might try to rephrase your question. Although you were hoping for a resolution today, there's still a lot of gray between the blacks and the whites. Remember that it might require a few more days until the outcome is clear. Don't rush the process or you could head off in the wrong direction and subsequently waste even more time than you want."
sagittarius,2011-03-24,"It's difficult to know what to do today. Everything looks good at first until you realize that you made a faulty assumption and your philosophical reasoning can't steer you right. Instead of making circumstances worse, do what you should when you get lost. Stop! Don't go anywhere until you have regained your bearings. Ask for directions, if necessary. Then, continue on your way."
capricorn,2011-03-24,"You don't want to move very fast now and prefer that you finish one task before starting a new one. Unfortunately, the current situation may not be so accommodating, and you could be forced to take on a second project before you are ready. Don't be too quick to judge what's best. Instead, let go of your assumptions and see what happens next."
aquarius,2011-03-24,"Putting your dreams on the front burner now is a mixed blessing. Although you can be highly inspired when sharing your ideas for your future with your friend, you might take them too far. Keep in mind that you could be so unrealistic today that you inadvertently set yourself up for failure. Balance your fantasies with your common sense, instead. Let your head drift up into the clouds, but keep your two feet planted firmly on the ground."
pisces,2011-03-24,"You may be feeling pretty enthusiastic today as your adrenaline levels soar, giving you an urgent vision of what you need to do. You are impatient and you want to break free from the past. You are thinking about trying something that will surprise everyone who thinks you are so predictable. Don't act before the time is right. Even if it's hard to wait, it will be worth it in the long run."
aries,2011-03-25,Your efforts to prevent everything from falling apart may be futile today because your life grows more complex each time you succeed. It's similar to playing a video game; you are given a harder level to solve once you successfully finish your current level. It may be the right time for an entirely new strategy. Don't waste all your resources on maintaining control; just stop playing for a while. Giving up your authority may be the easiest thing you'll ever do.
taurus,2011-03-25,"It isn't your normal style to say something before thinking it all the way through. However, now you may be feeling mentally on edge, especially if you are trying to keep a secret. Hiding something only makes you more anxious. There's little reason to worry about offending someone today; it makes more sense to concern yourself with your own motives instead. If your intentions are good, then the details of what you say won't matter as much as you think."
gemini,2011-03-25,"Instead of successfully doing damage control for something you recently said or did, you could inadvertently dig your hole a little deeper today. Even with the best of intentions, you can still raise someone's anger. Naturally, a sincere apology works wonders, but it only has an impact if you truly mean it. Nevertheless, this little drama may still take another day to play out before your relationships begin to make sense again."
cancer,2011-03-25,"You might not be willing to back down from a confrontation today, even if it would be to your advantage if you did. You may feel as if you are beyond the point of no return which encourages you to take a risk for your beliefs. You don't have as much to lose as you think. Just be certain that the current issue is important enough before you jeopardize what you have already gained."
leo,2011-03-25,"Your plan of attack may be a fine one, but it certainly isn't perfect. When your current situation changes, you must be willing to adapt or you can lose your competitive edge. Unfortunately, you're more rigid in your thinking than you realize, and your refusal to modify your agenda could alienate your closest friends. Pay careful attention to what's happening now so you can respond intelligently, instead of stubbornly holding on to a fading dream for no reason."
virgo,2011-03-25,"Although you may be in a state of high anxiety today, you should be able to transform your uncomfortable tension into useful productivity. Throw away your expectations and admit that you don't know exactly where you are going. Nevertheless, say what's on your mind, even if it puts you in a socially awkward position. Remain open to a completely different approach and then get ready to follow your new plan with confidence."
libra,2011-03-25,"You should receive cooperation and support from others today, but it might not arrive in the manner you would prefer. It may even seem as if your best friend or partner is working against you, but that's not what is occurring. Everyone appears to be marching to their own drummers and you would be smart to let them. Your friends and colleagues will show up to help you if you give them the latitude they need now."
scorpio,2011-03-25,"You might have a breakthrough on the financial front today, but you'll probably still need to scale back your plans prior to initiating action. Fortunately, you're not afraid to try something you've never done before. You're able to learn new techniques so easily now that others are surprised by your adaptability. The downside is that they may not be able to grasp the complexity of your life. Even if you are tempted to accomplish a lot, don't bite off more than you can chew."
sagittarius,2011-03-25,"Everyone thinks they know just what you're feeling today because the upfront Sagittarius Moon encourages you to wear your heart on your sleeve for all to see. There is no easy escape now, for denying your emotions gives them additional strength. Your best choice is to freely express your feelings to a trusted friend on a regular basis to keep the drama at a minimum."
capricorn,2011-03-25,"Although you're being challenged as instability continues to plague you today, you still want everything in perfect running order. You prefer not to worry about where to focus your attention. But you cannot forget about your responsibilities and just turn your back on your work. Nevertheless, it makes sense to wait and see which way the currents of change are flowing before you take irrevocable action."
aquarius,2011-03-25,"You probably have too much on your plate now, and it may be helpful to lean on your friends. You are quite surprised when others quickly come to your assistance, demonstrating that you are not alone. But you should be careful about how you communicate or you might anger someone with your sarcastic humor. Slow down and think before you speak. Being extra polite can make everything go smoother."
pisces,2011-03-25,"You become more pensive throughout the day, which could lead you into a weekend without too much to do. However, exercising self-restraint is not the same thing as suppressing your feelings. Spending a bit of time by yourself will help you process the most meaningful images from your daydreams. Contemplation is fine as long as you keep your feelings flowing."
aries,2011-03-26,"You don't want to explain every decision you make today because you realize that logic isn't always the most important thing. Talking about your choices now can actually detract from your experience and you would rather focus on the present moment and just follow your intuition. Remember, you don't need to get anyone's approval for what you are feeling."
taurus,2011-03-26,"You may have your own idea about how the day should go today, but others cannot read your mind. It's smarter to go out on a limb and let those close to you know what you want now. But even if you share your desires, you still might be misinterpreted if a friend or family member makes an incorrect assumption about your intentions. Taking sufficient time to explain your motives can prevent headaches for everyone involved."
gemini,2011-03-26,"You have very specific emotional needs now, yet you might not be able to find the right words to convey them. To complicate matters, it's easy for you to imagine the worst because your dreams are spilling over into the real world, making it difficult to separate illusion from reality. Thankfully, struggling to discern the truth won't be necessary if you remember to be flexible enough to allow fact and fiction to exist side by side."
cancer,2011-03-26,"Your natural tendency to be so sensitive can be a lot to handle now if you get into a disagreement with someone close to you. Your resistance to change can make matters even worse, especially if you're afraid of losing your sense of identity. Thankfully, you can make the most of the gentle Venus-Neptune conjunction by consciously softening your stance while maintaining your current perspective."
leo,2011-03-26,"The Moon's harsh conjunction with controlling Pluto may provoke you to express your fears in an overly emotional manner. However, if you are frustrated by other people's inability to do their jobs, losing your temper can clear the air of pent-up tension. Thankfully, an apology can go a long way now, especially if your melodramatic words seemed to be excessively harsh. Others will be quicker to forgive you if they can tell that you're genuinely sorry."
virgo,2011-03-26,"Don't be so certain that you know what's happening because your reality filter isn't working all that well today. You may have enough stars in your eyes now that you cannot see what's right in front of you. There are specific chores that need to be done, but your lack of concentration makes it difficult to be efficient. But there's no need to be too self-judgmental; just do the best you can and pick up where you left off tomorrow."
libra,2011-03-26,"Your key planet Venus aligns with dreamy Neptune today, making the veil between this world and others thinner than usual. Don't resist the flow of information, even if you don't understand where it's coming from or what action you should take. Thankfully, you don't have to do anything special now, except listen closely to the messages from beyond."
scorpio,2011-03-26,"Your key planet Pluto is touched by the Moon today, setting a tone for deep psychological change. Take this opportunity and dig beneath the surface to explore the spiritual truths coming your way. Move cautiously into unfamiliar ground; while avoiding uncertainty will feel safer right now, it won't keep you on the track to personal transformation."
sagittarius,2011-03-26,"You may be very hopeful that your day will improve later on, but you might be so fearful now that you overreact by placing too many expectations on what is happening. Wanting more from your everyday interactions isn't harmful if you can avoid becoming obsessed with the idea of success. Staying flexible can make the difference between frustration and happiness."
capricorn,2011-03-26,"There is a lot at stake today and you are tempted to take extreme action to turn the tables in your favor. However, micromanaging domestic affairs can backfire if you fall short of keeping up with all the complex interactions. Loosening the reins a bit can ultimately increase your connections with those you love, which will ironically also make you more productive in the long run."
aquarius,2011-03-26,"The Moon's square to desirable Venus turns your social world upside down today. Naturally, this cosmic twist can make everything at home more complicated because there are too many frayed tempers and loose ends to keep straight. Your most intelligent strategy now is to focus on the bigger picture, without being overly concerned about the details. Be ready and willing to change your plans as circumstances require."
pisces,2011-03-26,"You are watching the distant horizon now as you consider taking a new direction. Your current need to redefine your goals intensifies as you learn more about the politics of what's currently happening around you. Meanwhile, someone may be trying to gain power and you're eager to prevent it. Unfortunately, you aren't strong enough to face the resistance directly today, so working through the channels can be the most effective way to reach your destination."
aries,2011-03-27,"You may have second thoughts about your current direction in life today. Even if you have achieved professional success you still might wonder how long you'll be able to maintain your current position. However, the deeper message now is not to take things for granted. Considering your alternatives is fine; just don't make any lasting decisions for a few more days."
taurus,2011-03-27,"You are eager to hang out with like-minded people now that your key planet Venus is traveling through your 11th House of Friends. Although you prefer to include others in your plans, there's still a part of you that doesn't want to waste time just going along with the group. You have your own dreams to follow today, so don't be afraid to spend some time by yourself, even if you think that you don't want to be alone."
gemini,2011-03-27,"Your friends may come up with a crazy plan that sounds like a lot of fun today. However, previous commitments can keep you from joining the group until you fulfill your promises. Thankfully, being responsible now won't necessarily prevent you from having a pleasurable time if you're willing to plan out your day. Avoiding details sounds like a good idea until you realize that facing reality is your ticket to happiness."
cancer,2011-03-27,"You would like to be independent today so you can do whatever you want. Unfortunately, you may feel restraint coming from two directions. Domestic responsibilities or household chores could prevent you from thinking of yourself over others. Additionally, you might lose your enthusiasm for adventure if a close friend or partner comes to you with a serious problem that requires your help. Don't worry; you'll have a chance to do your own thing within a few days."
leo,2011-03-27,"Dreams of adventure get mixed up with romantic fantasies today, tempting you to believe that you can actually embark on that wild safari, mountain trek or space exploration. However, you are probably emotionally tied to your regular Sunday activities and aren't that willing to give up your routine. Anxiety mounts because it's difficult to reconcile your reckless desires with your need for caution. When you realize that there's no quick fix for your current stress, it will probably begin to dissipate on its own."
virgo,2011-03-27,"Although you want to have a good time today, you might overplan your day, making playful activities seem too structured. Give yourself permission to skip a scheduled event so you can enjoy a bit of guilt-free chill time. Leaving your day wide open increases the possibility for real magic to occur while interacting with others."
libra,2011-03-27,"Beautiful Venus, your ruling planet, enters your 6th House of Work today, encouraging you to start a remodeling project. But even if you don't begin the work in earnest now, at least grab a notebook and start sketching some designs. Additionally, if there are problems in a current relationship, this is an excellent time to address them. Don't worry if you have several false starts along your way because time is on your side."
scorpio,2011-03-27,"The sheer number of things you must do continues to be daunting, but the Capricorn Moon is holding your feet to the ground even if your head is in the clouds. Although you are tempted to float away into your fantasies, your current calling also involves assisting with the care of family members or friends. Instead of allowing yourself to get overwhelmed with your obligations, refocus on the precious heart connections you have already made."
sagittarius,2011-03-27,"It's increasingly difficult for you to pay proper attention to all the details that seem to keep landing on your plate. You're usually not so good with the minutia anyway, yet now with Venus shifting into spacey Pisces, you're even less inclined to know the specifics. Thankfully, you should still be able to get through this challenging phase by widening your personal boundaries and opening your heart."
capricorn,2011-03-27,"You have a lot going on at home today -- so much, perhaps, that you cannot easily make time for your own pursuits. The somber Capricorn Moon in your 1st House of Personality intensifies your no-nonsense approach to living. Be careful, you can inadvertently try to make someone else the bad guy when it's actually you that wants to stir things up."
aquarius,2011-03-27,"You are becoming more aware of your issues about money, and learning to handle the situation now can go a long way toward stabilizing your life. Ultimately, the fiscal conditions that are causing you trouble today are fixable. However, the problem is really about you. An intense and honest discussion can help you understand the relationship between your self-esteem and the money you make. The higher your self-worth, the more worth your self actually has."
pisces,2011-03-27,"Venus, the love planet, enters your sign and your 1st House of Personality today, gracing you with an extra dose of charm. Don't accept less for yourself now; make the extra effort to look good so you feel good, too. Nevertheless, don't be frivolous with your energy; spending time with friends is healing for your soul as long as you don't overdo the fun."
aries,2011-03-28,"You may be using an all-or-nothing strategy today to accomplish your goals, but could possibly hurt someone's feelings without even knowing it. You are so resolute to reach your dreams that you might overstep your welcome. You will feel more appreciated if you can see what's happening from the perspective of others, too. Slow down and experience the present moment instead of living for the imagined success of the future."
taurus,2011-03-28,"You are eager for others to accept your point of view today, especially if you aren't willing or don't have the energy to defend your position. Either way, it won't be that simple, for there might be an emotional trap lurking right beneath the surface. Expressing your current opinion is encouraged, but the passionate reaction you receive in return can be more intense than you expect. There's no reason to be in such a hurry to share all of your ideas at once."
gemini,2011-03-28,"You don't need any additional stress in your life, but trying to avoid drama now just brings it closer. You might think that filling your social calendar will spread the intensity around and thereby make it easier to handle. However, this kind of strategy could backfire today. It's smarter to face uncomfortable issues head-on than trying to dance your way around them."
cancer,2011-03-28,"You are in a stressful phase now and you may be feeling the pressure to choose between your home and your career. However, any lack of support you are feeling from the people in your life will slowly and surely force you to go through your own metamorphosis. Try not to go overboard; letting go of old habits is required before you can begin to develop healthier new ones."
leo,2011-03-28,"Others may see you as ruthless now, but you're really just running on adrenaline and you don't have the time to stop and think. But a conflict at work could tempt you to manipulate someone else if you believe it's in the best interest of all involved. Unfortunately, you can be so self-righteous today that you fail to see anyone else's position. Loosen up; whatever you are doing, it's not as important as it seems."
virgo,2011-03-28,"Normally, you're content to work hard in a supportive role, but you may be frustrated now if you don't receive the recognition that you deserve. Still, you are able to separate your emotional needs from your job performance, enabling you to meet your professional obligations without revealing your true feelings. Unfortunately, your desire to hide your vulnerability comes with a price. It may be smarter to share your concerns in a manner that doesn't place blame on any one person."
libra,2011-03-28,"You may receive the support you need today, but it could be withdrawn at the very last minute. Change is in the air and you won't be able to go back to where you were. Unfortunately, you might not be able to solve the entire problem now. Thankfully, you're off to a fabulous start. Don't take no for an answer; if you do run into resistance, slow down, retreat and then try again when the time feels right."
scorpio,2011-03-28,"This may be one of those times when you cannot solve a dilemma, and there's no resolution in sight on an issue that's important to you now. You might discover that you just need some fireworks to clear the air. Even if you're not eager for change, you're still being drawn into a whole new set of circumstances. Although the clash between the old and the new incites you to stubbornly take a stand, you'll be better off proceeding slowly and letting the stress resolve on its own."
sagittarius,2011-03-28,"You may feel very creative today, but you still won't be able to charm your way through the current obstacles. Be careful, something will have to give if you push people too hard. The tension can be expressed through a personal drama, but delays or setbacks are symptoms of a deeper issue that also needs attention. Handle any resistance that surfaces now, for avoidance only makes matters worse."
capricorn,2011-03-28,"You don't want to be responsible for managing a situation where you are not fully prepared. You really don't need any surprises now, but the new landscape indicates that you could be thrown for a loop if you discover that someone has been working against you. Nevertheless, the smartest defense is an intelligent offense, so don't just wait for something bad to happen. Be proactive first so you don't need to be reactive later."
aquarius,2011-03-28,"You might believe that you can remain emotionally detached from what's happening, but your feelings are too connected with everything today. It may be frustrating when you realize that all your hard work still doesn't produce the income that you want. Canceling some of your travel plans might be enough to help you regain your lost balance. If you slow down you'll have a better chance of reaching your goals faster."
pisces,2011-03-28,"You might feel as if you are being manipulated by strong forces now. However, your peers may be doing the sensible thing by just trying to protect themselves from the tides of economic change. Paradoxically, your best strategy today is not tightening the reins, for you won't be able to control all the variables, no matter how hard you try. Thankfully, others may be ready to share in the responsibility. Loosen your grip and they will be able to help you even more."
aries,2011-03-29,"It would be wise today to reexamine the most important relationships in your life. Although you may think that all is well, chances are you're looking at life through a Pollyanna filter. Instead of relying on your overconfident nature now, stop and check in with those most significant to you. Ask your friends and partners how they're doing and then listen carefully to what they tell you. You might be surprised by what you hear, but you can make important improvements if you take what you learn to heart."
taurus,2011-03-29,"You may feel restricted today by too many tasks to complete for work. You could be ready to take a foolish chance just because you want to shake things up a bit. Fortunately, you're very capable of moderating your emotional expression if you have a specific goal in mind. If you give yourself permission to fantasize about your freedom, you should be able to continue on the same path until your current restlessness settles down."
gemini,2011-03-29,"You may be contemplating taking a different direction in your life these days. Whether or not your current thinking endures, right now you're ready to jump in and learn everything you can about something new. Fortunately, you're capable of absorbing the basics of a difficult discipline or technical skill quite quickly and are happy to show others how clever you are. But appearing smart isn't enough, so consider how to take your brilliant ideas and transform them into something that's actually real."
cancer,2011-03-29,"You may be feeling let down or regretful today and it can be challenging to settle your thoughts. There's too much going on in your mind, making it hard to filter out the extraneous noise. Don't be overly self-judgmental; it's natural to be fearful when so much is unknown about your future. The best thing you can do now is to pay attention to your heart's desire while you continue processing everything that's happening."
leo,2011-03-29,"People around you may be acting strangely today as the quirky Aquarius Moon visits your 7th House of Others. But some of the eccentric behavior that you observe might be more reflective of your desire to do something exciting, even if you must stay focused on your current job. Claim your power by telling others what you want, instead of projecting your need for independence and unconventionality onto them."
virgo,2011-03-29,"It may be socially awkward for you to share your strong feelings for someone today. But you could end up regretting your actions if you let fear prevent you from expressing what's in your heart. You are being pulled in two directions now and no matter what you do, you might wish you took the other course. Thankfully, just knowing that there is no single correct path should help you be less self-judgmental. Trust your instincts to tell you when the time is right."
libra,2011-03-29,"You would like to believe that all is well and that everyone is doing okay. Unfortunately, this may not be the entire story today as negativity from a recent interaction leaks over into current events. As peace-loving as you may be, it now falls on you to stir up a bit of trouble. Don't worry about what others think. It's your job now to play the role of the heavyweight and talk about those subjects that everyone else is avoiding."
scorpio,2011-03-29,"You may feel pretty optimistic about your role in the world right now. Although your place may not seem to be overly important in the big scheme of things, you can see the positive impact that you have on a day-to-day basis. Remember, success comes in many shapes and sizes. Fame and fortune are on one end of the spectrum while personal meaning and spiritual growth are on the other. Don't judge yourself by what others think you should do; instead, pick your own path and follow your heart."
sagittarius,2011-03-29,"Your key planet Jupiter is journeying through your 5th House of Spontaneity, encouraging you to have more fun playing with your friends. However, its current opposition to stern Saturn could be putting the brakes on your party mobile. Luckily, you can get ahead of the curve by doing more long-term planning. You'll be able to return to pursuing pleasure later, but now it's time to get serious about your future."
capricorn,2011-03-29,"Family matters may be taking up more of your time than planned, but the opportunities for growth and happiness make it difficult for you to remain uninvolved. Nevertheless, professional responsibilities are calling, and you cannot say no. Being busy in your personal life doesn't make following your career path any easier. Avoid making a final decision until the current distractions subside."
aquarius,2011-03-29,"Weird ideas are exploding in your brain and it's challenging to figure out what to do today. You want to take each idea and run with it, but you cannot possibly finish what you initiate. Be careful, for you could start enough projects to keep you busy for a very long time. However, don't stress if you still have lots of loose ends by the end of the day. It will be easy enough to clean up everything over the next few weeks during Mercury's retrograde."
pisces,2011-03-29,"You may be feeling some fiscal pressure and there doesn't seem to be a quick way out of your current predicament. But it's not just about increasing your income or cutting down on your expenses. Somehow, the entire global financial condition has you spooked and it could take a complete overhaul of your lifestyle before you become fully comfortable again. Any positive changes, however small, you make now will help; just remember everything doesn't have to happen overnight."
aries,2011-03-30,"Your mind is racing now, challenging you to hold on to any one thought and put it into action as mental Mercury turns retrograde in your sign today. You may become frustrated because you cannot figure out what you're doing wrong. But don't attempt to force anything to happen; instead, enjoy the speed at which your ideas seem to run through your mind, even if you don't see much progress now. It could make more sense to retreat until you're ready to assert yourself again."
taurus,2011-03-30,"Although you appear cool and calm to your friends at work now, they would get into trouble if they jumped to any quick conclusions about you today. Beneath your easygoing veneer, you could be a jangled bundle of nerves, yet you'll likely keep your insecurities to yourself. Instead of trying to settle your thoughts, allow yourself to be entertained by them without having to say anything at all."
gemini,2011-03-30,"Your key planet Mercury stands still in restless Aries and your 11th House of Groups, raising your need for social activity to the next level. You may be able to have fun today, but you still have to pay attention to your physical energy or you could exhaust your reserves. It's not easy to hold yourself back when you're having such a good time, but you'll be glad you did."
cancer,2011-03-30,"You might feel reclusive today while the rest of the world seems to be moving forward. Nevertheless, you aren't quite ready for what's about to happen. The supersensitive Pisces Moon is reminding you that it is wiser to wait a few days before pushing your agenda ahead, even if you're impatient today. Don't worry about being judged by others; trusting your intuition won't steer you wrong."
leo,2011-03-30,"You want to start something new now, but your impatience may have you missing an important piece of the puzzle. Fortunately, you can navigate the difference between easy success and risky trouble if you aren't in such a hurry. A wild ride to an exciting place is in front of you, so don't ruin it by starting without taking the time to consider the consequences of your actions."
virgo,2011-03-30,"Talking about your feelings before you start your careful analysis of the facts can be more problematic than useful today. You may forget to consider how someone might react to your bold ideas, only to be surprised with the speed at which the emotional landscape changes. It's hard to navigate through the nervous tension, but your spontaneous expression can move things along a lot faster than you expect."
libra,2011-03-30,"Your attempts to keep to yourself today won't work because you'll likely get drawn out of your reclusion before you can fully disappear. It's quite a challenge to focus on your work when there are so many enticing distractions, including fascinating conversations with different people happening throughout the day. Paradoxically, you'll get a lot accomplished when you are still plugged into the world around you. Find a way to balance business with pleasure."
scorpio,2011-03-30,"You may be feeling emotional dissonance today as you try to reconcile your desire to be compassionate with your frustration at work. Unfortunately, your associates aren't doing their jobs, yet you still want to encourage everyone to contribute as best as he or she can. You are perceptive enough to see the most efficient way to do a task and you want to assume authority to make something happen. Keep in mind that you cannot control others; nonetheless, you can find satisfaction by changing your expectations."
sagittarius,2011-03-30,"You can cleverly arrive at many ways to avoid work today because you have a bad case of spring fever. However, escaping from your responsibilities isn't all fun and games, making it unlikely that you'll do anything irrational. Still, your mind continues to work overtime. You might be able to talk your way into a sweet situation by capitalizing on your current charm. Take a risk, but be patient; it's going to take a while to get what you want."
capricorn,2011-03-30,"You must face an interesting dilemma today that pits your current desire for independence against your innate need for security. This dichotomy becomes increasingly complex if you over-personalize your experiences. If you believe that your freedom is being squelched, you could react impulsively in a way that jeopardizes your position at work. There's no need to push your agenda on anyone else. Accept what you have and wait until the calm returns before you do anything rash."
aquarius,2011-03-30,You may be feeling great as everything clicks into place today -- especially when you are packing so much into a short amount of time. Don't add too many new activities or you'll end up being overbooked. Make a conscious choice to lessen your load by moving an appointment or two to another day when you'll have more flexibility in your schedule. Allow room for the unexpected.
pisces,2011-03-30,"You are trying to integrate the changes that are occurring daily, and this is quite a task. If you have been secretly wishing for the pace to slow down, you may temporarily get what you wanted. Although you won't necessarily have control over the general timeline, everything will flow smoother if you are less demanding of yourself and others."
aries,2011-03-31,"You have unrealistic expectations today and it's a mixed blessing that you don't even know it. Setting your goals too high could lead to disappointment, but it also causes you to reach farther than usual. Even if you fall short of your stated destination, the journey into new territory can be quite rewarding. Keep in mind that your performance is less important now than your experience."
taurus,2011-03-31,"You aren't so sure about following your dreams, even if you enjoy dreaming about your future. It's easier for you to cope when you're dealing with reality rather than when you're meandering through your imagination. Nevertheless, the visions bubbling into your awareness today can inspire you to take direct action that leads to accomplishing something significant."
gemini,2011-03-31,"You may be pretty easygoing at work today, but you might change your tune quickly if someone gets in the way of your plans. However, you must be careful about jumping to conclusions because your imagination is working overtime and you could get confused about where you are going. Don't let self-doubt creep into your current decision-making process. If you're uncertain, wait a couple of days and your clarity will likely return."
cancer,2011-03-31,"Your travel plans could unravel today, causing your anxiety level to rise. But whether an upcoming trip is for business or pleasure, a change of plans will ultimately be for the best. Instead of focusing on what might have been, readjust to the current circumstances and reconsider all your options. However, the situation is still in flux so try not to make any final decisions until the weekend."
leo,2011-03-31,"You may be in trouble if your calendar is booked so tightly that you don't have any flexibility built into your schedule. Perhaps you thought that you could come up with a quick fix to your plans if something went wrong, but now it looks like you were being overly optimistic. Don't panic; it might take a few days to untangle all the variables, but you should be able to put the pieces back together in a way that's even better than it was before."
virgo,2011-03-31,"It's challenging to be generous if you're experiencing a shortage of expendable cash now. Fortunately, you are still able to bring something special to a relationship if you rethink your strategy and make use of what you have. Instead of buying extravagant presents, consider your presence to be a gift unto itself. Showing up with an open heart and simple expectations will probably be sufficient to take a relationship to the next level."
libra,2011-03-31,"A friend or co-worker may not be paying attention to all the facts today, so you might take it upon yourself to set things straight. Although you don't enjoy being a taskmaster, it's likely that others will appreciate your leadership skills now, especially if they are floundering in their efforts. Don't worry about appearing heavy-handed; just take of business, even if your decisions have a negative impact on those around you."
scorpio,2011-03-31,"It's obvious that your normal way of doing things may not do the trick now; however, you don't necessarily have a better strategy. Rethinking your approach to work is a smart plan, but your most creative ideas might not be very efficient. There's no need to judge yourself harshly if your productivity temporarily slips. If you don't get it right today, rest assured you'll be able to try again tomorrow."
sagittarius,2011-03-31,"Your undying sense of optimism usually works to your advantage, but the current opposition between Jupiter's confidence and Saturn's pessimism has you bouncing back and forth. Still, the positive thoughts should win the battle as jolly Jupiter radiates joy in your 5th House of Spontaneity. Take cues from your most serious friends today, but don't let their doubts influence your decisions."
capricorn,2011-03-31,"You may need to rethink your domestic strategy now, for without solid boundaries your personal affairs could interfere with your work. Be careful; you can inadvertently talk yourself into believing that you can handle pretty much anything without changing your course. Although you cannot do it alone, relying on your family can only take you so far. Assuming full responsibility for your professional life will make a big difference, but it might require you to partner up with someone on the job."
aquarius,2011-03-31,"Yesterday's optimism could quickly sour as your enthusiasm bumps into the hard practicality of long work hours. Fortunately, you have the extra stamina now to follow through on whatever you start, but you still might promise more than you can deliver. Don't wait until it's too late and you end up playing the role of a victim. Instead, act with conviction while you still have enough time to make something tangible happen."
pisces,2011-03-31,"The Moon's current visit to dreamy Pisces places a veneer of glamour on even the most ordinary experiences. But don't fall prey to believing your senses now, for that strategy only works if you're able to maintain a healthy perspective. Mixing up objective reality with subjective thoughts is great for writing poetry, but not so good for mapping out your future reality."
aries,2011-04-01,"You're ready to explore a spontaneous feeling today, but responsibilities at work may prevent you from starting anything new. However, your intense schedule won't necessarily put a halt to your talking about your current desires. Sharing a fantasy with someone special can be a perfect diversion now. Just remember that it's not the same thing as actually doing it. Don't rush into anything yet; the action could come as early as tomorrow when feisty Mars enters your sign."
taurus,2011-04-01,"You may not seem very enthusiastic today, especially if you're afraid that your positive attitude will heighten other people's expectations. At first you might present an easygoing appearance, but you won't be able to hide your more serious demeanor for long. Your concerns about the future are understandable, but try not to unconsciously rain on someone else's parade. Good news is likely already on the way."
gemini,2011-04-01,"You may need to get heavy-handed and play a parental role today, even if you don't have any children. Handling business matters will likely take precedence over more personal activities and you could be distracted from following through on a promise to someone at home. Although you are fully aware of your recent commitments, you might not be able to come through with the goods. Don't be too hard on yourself; set priorities and just do the best you can."
cancer,2011-04-01,"Today you can see glimpses of the future and realize that you may have made more commitments than you can possibly keep. Although you probably didn't mean to mislead anyone, everything seems to be taking longer than you anticipated. Your best strategy now is to cut back on your activities voluntarily. Don't wait for circumstances to force you to make changes while under duress. A stitch in time will save nine."
